Contest ID,Contest Title,Contest Seq Nbr,Contest Type,Contest Party,Absentee Mail Blank Votes,Absentee Walk-in Blank Votes,Election Blank Votes,Absentee Mail Over Votes,Absentee Walk-in Over Votes,Election Over Votes,Registered Voters,Total Precincts,Counted Precincts,Candidate ID,Candidate Name,Candidate Seq Nbr,Candidate Party,Absentee Mail Votes,Absentee Walk-in Votes,Election Votes,Total Votes
108,"State Representative, Dist 46 - R",108,"OF",,47,2,53,0,0,0,741007,4,4,195,"MILLER, John E.",1,"",214,9,238,461
109,"State Representative, Dist 47 - D",109,"OF",,238,10,268,0,0,0,741007,4,4,196,"QUINLAN, Sean",1,"",1023,74,1217,2314
110,"State Representative, Dist 47 - R",110,"OF",,23,3,44,0,0,0,741007,4,4,198,"FALE, Richard Lee",1,"",211,12,421,644
110,"State Representative, Dist 47 - R",110,"OF",,23,3,44,0,0,0,741007,4,4,197,"READY, Boyd",2,"",129,13,313,455
111,"State Representative, Dist 48 - D",111,"OF",,148,6,90,6,0,1,741007,6,6,200,"KITAGAWA, Lisa C.",3,"",1390,64,1142,2596
111,"State Representative, Dist 48 - D",111,"OF",,148,6,90,6,0,1,741007,6,6,202,"WOOLEY, Jessica",85,"",1019,62,846,1927
111,"State Representative, Dist 48 - D",111,"OF",,148,6,90,6,0,1,741007,6,6,199,"BUKOSKI, Kika G.",1,"",676,37,702,1415
111,"State Representative, Dist 48 - D",111,"OF",,148,6,90,6,0,1,741007,6,6,201,"GONCE, Randy A.",2,"",285,34,340,659
112,"State Representative, Dist 49 - D",112,"OF",,183,5,122,3,0,0,741007,6,6,203,"MATAYOSHI, Scot",3,"",3049,174,2113,5336
112,"State Representative, Dist 49 - D",112,"OF",,183,5,122,3,0,0,741007,6,6,204,"HUSSEY-BURDICK, Natalia",2,"",724,44,625,1393
112,"State Representative, Dist 49 - D",112,"OF",,183,5,122,3,0,0,741007,6,6,205,"DALIRE, Kaui",1,"",169,11,144,324
112,"State Representative, Dist 49 - D",112,"OF",,183,5,122,3,0,0,741007,6,6,206,"RADKE, Mo",88,"",170,9,134,313
113,"State Representative, Dist 49 - N",113,"OF",,5,0,0,0,0,0,741007,6,6,207,"LAM, Adriel C.",1,"",28,0,23,51
114,"State Representative, Dist 50 - D",114,"OF",,709,47,543,0,0,2,741007,4,4,208,"PREGITZER, Micah Kalama",1,"",1244,89,1313,2646
114,"State Representative, Dist 50 - D",114,"OF",,709,47,543,0,0,2,741007,4,4,209,"SHIRATORI, Miles",2,"",691,50,560,1301
115,"State Representative, Dist 50 - R",115,"OF",,79,4,70,0,0,0,741007,4,4,210,"THIELEN, Cynthia",1,"",371,9,356,736
116,"State Representative, Dist 51 - D",116,"OF",,558,22,538,5,0,0,741007,6,6,211,"LEE, Chris",1,"",2237,123,2053,4413
117,"State Representative, Dist 51 - N",117,"OF",,6,0,2,0,0,0,741007,6,6,212,"CHOCK, Coby K.",1,"",66,3,104,173
118,"State Representative, Dist 51 - R",118,"OF",,71,4,88,0,0,0,741007,6,6,213,"GALEA'I, Noe",1,"",298,10,359,667
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,216,"AKAKA, Kalei",1,"",21448,3376,20114,44938
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,214,"KIA'AINA, Esther",4,"",21749,3290,14867,39906
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,215,"KING, Samuel Wilder, II",5,"",22055,2432,12981,37468
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,218,"MOSSMAN, Paul",6,"",7044,1143,5868,14055
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,219,"KALIMA, Leona Mapuana",3,"",6439,1097,5798,13334
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,217,"BURKE, Jackie Kahookele",2,"",4352,650,3929,8931
119,"Oahu Resident Trustee",119,"OF",,71246,7085,39969,283,3,69,741007,249,249,220,"MURRAY, Francine Kanani",159,"",4806,584,3503,8893
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,233,"WAIHEE, John D., IV",15,"",41519,5619,27065,74203
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,221,"AHU ISA, Lei (Leina'ala)",1,"",30319,3522,19222,53063
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,222,"AKANA, Rowena Noelani",3,"",25316,3994,21297,50607
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,228,"AILA, William J., Jr.",2,"",24906,3563,15699,44168
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,230,"HANOHANO, Faye (Pua)",6,"",17605,3106,14777,35488
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,224,"LEE, Brendon Kalei'aina",7,"",18584,2570,12810,33964
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,232,"PARIS, Makana",11,"",14249,2028,9162,25439
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,226,"RYAN, Pohai",13,"",12833,1833,9200,23866
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,231,"MAKEKAU, Keali'i",8,"",12060,2022,9295,23377
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,229,"AKINA, Alvin A. (Auhana)",4,"",9577,1552,8432,19561
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,225,"PAIKAI, Landen D.K.K.",10,"",8578,1337,7185,17100
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,227,"PA'ALUHI, Marc Kalai",9,"",4528,876,4417,9821
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,235,"SHARSH-DAVIS, Lei",14,"",4179,572,2999,7750
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,223,"AMSTERDAM, C. Kaui Jochanan",5,"",3883,507,2986,7376
120,"At-Large Trustee",120,"OF",,246832,25301,153757,211,3,28,741007,249,249,234,"PUUOHAU, Kali",12,"",2665,569,2907,6141
121,"Councilmember, Dist 1",121,"OF",,326,63,282,0,0,1,741007,8,8,236,"POINDEXTER, Valerie T.",1,"",1924,409,1137,3470
121,"Councilmember, Dist 1",121,"OF",,326,63,282,0,0,1,741007,8,8,237,"SADEGH, Abolghassem A.",2,"",321,59,250,630
122,"Councilmember, Dist 2",122,"OF",,621,95,275,1,0,0,741007,4,4,238,"CHUNG, Aaron S.Y.",1,"",3033,584,1259,4876
122,"Councilmember, Dist 2",122,"OF",,621,95,275,1,0,0,741007,4,4,239,"HALVERSEN, William",2,"",333,78,230,641
123,"Councilmember, Dist 3",123,"OF",,962,130,393,0,0,0,741007,5,5,240,"LEE LOY, Susan (Sue)",1,"",2456,488,1318,4262
124,"Councilmember, Dist 4",124,"OF",,192,26,61,3,0,0,741007,4,4,242,"KIERKIEWICZ, Ashley",1,"",1348,199,998,2545
124,"Councilmember, Dist 4",124,"OF",,192,26,61,3,0,0,741007,4,4,241,"OHARA, Eileen",2,"",1084,147,443,1674
125,"Councilmember, Dist 5",125,"OF",,377,41,110,23,0,1,741007,3,3,245,"KANEALII-KLEINFELDER, Matt",1,"",1274,247,702,2223
125,"Councilmember, Dist 5",125,"OF",,377,41,110,23,0,1,741007,3,3,243,"WIRICK, Frederic (Ric)",3,"",642,70,247,959
125,"Councilmember, Dist 5",125,"OF",,377,41,110,23,0,1,741007,3,3,244,"RUGGLES, Jen",2,"",181,76,186,443
126,"Councilmember, Dist 6",126,"OF",,423,36,332,0,0,0,741007,8,8,247,"DAVID, Maile (Medeiros)",2,"",1653,199,1216,3068
126,"Councilmember, Dist 6",126,"OF",,423,36,332,0,0,0,741007,8,8,248,"KAWANO, Yumi",189,"",244,31,224,499
126,"Councilmember, Dist 6",126,"OF",,423,36,332,0,0,0,741007,8,8,246,"ABBETT, Richard",1,"",224,12,186,422
127,"Councilmember, Dist 7",127,"OF",,432,44,176,0,0,0,741007,4,4,252,"VILLEGAS, Rebecca (Shute)",4,"",694,115,431,1240
127,"Councilmember, Dist 7",127,"OF",,432,44,176,0,0,0,741007,4,4,249,"DRYSDALE, Kelly",1,"",580,131,321,1032
127,"Councilmember, Dist 7",127,"OF",,432,44,176,0,0,0,741007,4,4,251,"KOSSOW, Bronsten (Kalei)",2,"",415,108,233,756
127,"Councilmember, Dist 7",127,"OF",,432,44,176,0,0,0,741007,4,4,250,"NAZARA, Cynthia S.",3,"",156,44,102,302
128,"Councilmember, Dist 8",128,"OF",,712,80,333,0,0,0,741007,4,4,253,"EOFF, Karen S.",1,"",1559,462,844,2865
129,"Councilmember, Dist 9",129,"OF",,286,29,131,1,0,0,741007,3,3,254,"RICHARDS, Herbert (Tim)",2,"",1366,429,850,2645
129,"Councilmember, Dist 9",129,"OF",,286,29,131,1,0,0,741007,3,3,255,"PARISH, Maya",1,"",1015,289,963,2267
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,262,"VICTORINO, Mike",6,"",7842,1305,4409,13556
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,256,"COCHRAN, Elle",1,"",4740,1042,4657,10439
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,260,"GUZMAN, Don S.",2,"",4237,729,3224,8190
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,258,"KOPELMAN, Orion (Ori)",5,"",218,30,115,363
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,261,"HAWLEY, Alec John",4,"",88,5,67,160
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,257,"HAWKES, Beau E.",3,"",77,7,67,151
130,"Mayor, County of Maui",130,"OF",,643,63,402,10,0,1,741007,34,34,259,"ZAHND, Laurent R.B. (L)",202,"",63,5,40,108
131,"Councilmember (West Maui)",131,"OF",,4282,517,2622,0,0,1,741007,34,34,264,"PALTIN, Tamara Akiko Maile",3,"",7585,1547,6110,15242
131,"Councilmember (West Maui)",131,"OF",,4282,517,2622,0,0,1,741007,34,34,265,"NAVA, Rick",2,"",3054,520,2225,5799
131,"Councilmember (West Maui)",131,"OF",,4282,517,2622,0,0,1,741007,34,34,263,"BALINBIN, Kanamu",1,"",2997,602,2024,5623
132,"Councilmember (Kahului)",132,"OF",,2884,308,1868,5,0,0,741007,34,34,268,"KAMA, Natalie (Tasha)",3,"",6318,1355,5039,12712
132,"Councilmember (Kahului)",132,"OF",,2884,308,1868,5,0,0,741007,34,34,267,"ARAKAWA, Alan M.",1,"",6216,1098,4476,11790
132,"Councilmember (Kahului)",132,"OF",,2884,308,1868,5,0,0,741007,34,34,266,"KAIWI, Deb",2,"",2495,425,1599,4519
133,"Councilmember (Makawao-Haiku-Paia)",133,"OF",,2733,326,1986,1,0,1,741007,34,34,269,"MOLINA, Mike",3,"",9112,1521,5752,16385
133,"Councilmember (Makawao-Haiku-Paia)",133,"OF",,2733,326,1986,1,0,1,741007,34,34,271,"FURTADO, Trinette",2,"",5522,1260,4860,11642
133,"Councilmember (Makawao-Haiku-Paia)",133,"OF",,2733,326,1986,1,0,1,741007,34,34,270,"BOROWIEC, Adam",1,"",550,79,383,1012
134,"Councilmember (Molokai)",134,"OF",,3939,398,2753,2,0,1,741007,34,34,274,"CRIVELLO, Stacy Helm",2,"",7993,1463,5157,14613
134,"Councilmember (Molokai)",134,"OF",,3939,398,2753,2,0,1,741007,34,34,273,"RAWLINS-FERNANDEZ, Keani",3,"",5372,1179,4522,11073
134,"Councilmember (Molokai)",134,"OF",,3939,398,2753,2,0,1,741007,34,34,272,"CAPARIDA-SCHNACKENBERG, C.",1,"",612,146,549,1307
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,279,"KAWAKAMI, Derek S.K.",1,"",4525,1310,3238,9073
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,276,"RAPOZO, Mel",5,"",2063,547,1537,4147
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,277,"YUKIMURA, JoAnn A.",7,"",1576,526,1625,3727
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,280,"RAPOZO, Lenny",4,"",477,154,411,1042
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,275,"KEKAUALUA, Debra",2,"",72,18,81,171
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,281,"YAGO, Clint A., Sr.",6,"",49,12,72,133
135,"Mayor, County of Kauai",135,"OF",,245,40,143,13,0,7,741007,16,16,278,"MO DES, Ana",3,"",50,16,30,96
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,286,"KANESHIRO, Arryl",15,"",4647,1311,3072,9030
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,305,"CHOCK, Mason K.",5,"",3921,1279,3439,8639
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,296,"KAGAWA, Ross",14,"",4306,1131,2703,8140
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,294,"EVSLIN, Luke A.",10,"",3320,1143,2836,7299
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,292,"BRUN, Arthur",4,"",3430,931,2411,6772
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,297,"KUALII, KipuKai L.P.",16,"",3250,974,2302,6526
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,282,"COWDEN, Felicia",6,"",1806,596,2064,4466
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,283,"DOCTOR SPARKS, Norma",9,"",2029,587,1652,4268
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,293,"DECOSTA, Billy D.",8,"",1902,515,1799,4216
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,291,"APALLA, Juno Ann A.",3,"",1881,659,1639,4179
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,285,"ISERI, Shaylene Lei Maile",13,"",1954,578,1383,3915
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,290,"SPINDT, Milo K.F.",23,"",1791,556,1300,3647
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,302,"AHUNA, Kanoe",2,"",1400,470,1300,3170
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,299,"ROVERSI, Adam P.",20,"",1266,469,1285,3020
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,295,"FUKUSHIMA, Richard S.",12,"",970,263,739,1972
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,288,"NISHIMURA, Wally K.",19,"",860,226,738,1824
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,303,"DALIGDIG, Ted, III",7,"",837,252,666,1755
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,300,"SIMBRE-MEDEIROS, Shirley R.",22,"",799,215,712,1726
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,284,"FRANKS, Victoria (Vickie)",11,"",699,163,624,1486
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,301,"VIDINHA, Harold D.K.",24,"",651,173,530,1354
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,289,"SAITO, Roy",21,"",582,145,488,1215
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,287,"MUKAI, Nelson H.",17,"",632,156,406,1194
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,304,"ACAIN, Dom",1,"",434,124,465,1023
136,"Councilmember",136,"OF",,19707,5350,15121,10,0,3,741007,16,16,298,"NAPOHAKU-HOFFMAN, Cecelia",18,"",346,95,313,754
137,"Councilmember, Dist II",137,"OF",,892,44,713,8,0,2,741007,14,14,308,"TSUNEYOSHI, Heidi",4,"",4009,217,3511,7737
137,"Councilmember, Dist II",137,"OF",,892,44,713,8,0,2,741007,14,14,306,"BUNDA, Robert (Bobby)",1,"",2015,147,1966,4128
137,"Councilmember, Dist II",137,"OF",,892,44,713,8,0,2,741007,14,14,307,"JAMES, Choon",3,"",822,64,1154,2040
137,"Councilmember, Dist II",137,"OF",,892,44,713,8,0,2,741007,14,14,309,"BURLEW, Dave",2,"",308,7,243,558
138,"Councilmember, Dist IV",138,"OF",,2336,143,1162,16,0,2,741007,17,17,311,"OZAWA, Trevor",3,"",7374,448,3886,11708
138,"Councilmember, Dist IV",138,"OF",,2336,143,1162,16,0,2,741007,17,17,313,"WATERS, Tommy",4,"",5403,511,3157,9071
138,"Councilmember, Dist IV",138,"OF",,2336,143,1162,16,0,2,741007,17,17,310,"IWASA, Natalie",1,"",2265,222,1430,3917
138,"Councilmember, Dist IV",138,"OF",,2336,143,1162,16,0,2,741007,17,17,312,"MARUMOTO, Ricky",2,"",358,30,219,607
139,"Councilmember, Dist VI",139,"OF",,2366,169,1231,7,0,1,741007,21,21,315,"FUKUNAGA, Carol",2,"",6962,790,3655,11407
139,"Councilmember, Dist VI",139,"OF",,2366,169,1231,7,0,1,741007,21,21,316,"HUSSEY, Ikaika",3,"",2735,369,1799,4903
139,"Councilmember, Dist VI",139,"OF",,2366,169,1231,7,0,1,741007,21,21,314,"DOS SANTOS-TAM, Tyler F.",1,"",2367,296,1653,4316
139,"Councilmember, Dist VI",139,"OF",,2366,169,1231,7,0,1,741007,21,21,317,"STODDARD, Zack",177,"",655,79,339,1073
